ID;Estado;Prioridad;Keyword principal;Keywords secundarias;Título;Slug;Categoría;Tipo;Intención;URL actual;URL propuesta;Acción;Impresiones;Clics;CTR;Posición;Canibalización;Contenido relacionado;Enlaces internos;Fecha propuesta;Notas;Responsable
N25;ESCRITO;P3;poemas cristianos de año nuevo;año nuevo con Dios poema;Poemas Cristianos de Año Nuevo;poemas-cristianos-de-ano-nuevo;Poemas Cristianos de Esperanza;colección;estacional;/poemas/poemas-cristianos-de-ano-nuevo/;/poemas/poemas-cristianos-de-ano-nuevo/;NEW;;;;;ninguna;N24;N24;2026-09-11;Escrito y validado 2026-08-31. Tanda 5, publicar el 2026-09-11. Rama: contenido/plan-editorial.;Rodrigo
N26;ESCRITO;P3;poemas de resurrección;semana santa poema cristiano;Poemas de Resurrección y Semana Santa;poemas-de-resurreccion;Poemas Cristianos de Esperanza;colección;estacional;/poemas/poemas-de-resurreccion/;/poemas/poemas-de-resurreccion/;NEW;;;;;ninguna;N23;cat Esperanza;2026-09-14;Escrito y validado 2026-08-31. Tanda 6, publicar el 2026-09-14. Rama: contenido/plan-editorial.;Rodrigo
N27;ESCRITO;P3;poemas cristianos de amistad;amiga cristiana poema;Poemas Cristianos de Amistad;poemas-cristianos-de-amistad;Poemas Bíblicos de Amor;colección;dedicar;/poemas/poemas-cristianos-de-amistad/;/poemas/poemas-cristianos-de-amistad/;NEW;;;;;ninguna;cat Amor;cat Amor;2026-09-14;Escrito y validado 2026-08-31. Tanda 6, publicar el 2026-09-14. Rama: contenido/plan-editorial.;Rodrigo
N28;ESCRITO;P2;poemas infantiles cristianos;poesías para niños de la iglesia;Poemas Infantiles Cristianos | Versos para aprender de Dios;poemas-infantiles-cristianos;Poemas para Niños;colección;niños/enseñanza;/poemas/poemas-infantiles-cristianos/;/poemas/poemas-infantiles-cristianos/;NEW;;;;;media: coordinar keywords con el REWRITE;poemas-para-ninos-cristianos;cat Niños;2026-09-11;Escrito y validado 2026-08-31. Tanda 5, publicar el 2026-09-11. Rama: contenido/plan-editorial.;Rodrigo
N29;ESCRITO;P2;poemas cristianos para la ansiedad;calma en Dios poema;Poemas Cristianos para la Ansiedad;poemas-cristianos-para-la-ansiedad;Poemas Cristianos de Fortaleza;colección;consuelo emocional;/poemas/poemas-cristianos-para-la-ansiedad/;/poemas/poemas-cristianos-para-la-ansiedad/;NEW;;;;;baja;reflexionar-sobre-las-dificultades;cat Fortaleza;2026-09-11;Escrito y validado 2026-08-31. Tanda 5, publicar el 2026-09-11. Rama: contenido/plan-editorial.;Rodrigo
N30;ESCRITO;P3;poemas cristianos para la tristeza;consuelo en la tristeza versos;Poemas Cristianos para Superar la Tristeza;poemas-para-superar-la-tristeza;Poemas Cristianos de Fortaleza;colección;consuelo emocional;/poemas/poemas-para-superar-la-tristeza/;/poemas/poemas-para-superar-la-tristeza/;NEW;;;;;media con N07/N29: repartir keywords;"N29; N07";N07;2026-09-14;Escrito y validado 2026-08-31. Tanda 6, publicar el 2026-09-14. Rama: contenido/plan-editorial.;Rodrigo
N31;ESCRITO;P3;poemas cristianos para maestros;maestra de escuela dominical poema;Poemas Cristianos para Maestros;poemas-cristianos-para-maestros;Poemas Cristianos para Reflexionar;colección;dedicar;/poemas/poemas-cristianos-para-maestros/;/poemas/poemas-cristianos-para-maestros/;NEW;;;;;ninguna;N28;cat Niños;2026-09-14;Escrito y validado 2026-08-31. Tanda 6, publicar el 2026-09-14. Rama: contenido/plan-editorial.;Rodrigo
N32;ESCRITO;P3;poemas cristianos para pastores;aniversario pastoral poema;Poemas Cristianos para Pastores;poemas-cristianos-para-pastores;Poemas Cristianos para Reflexionar;colección;dedicar;/poemas/poemas-cristianos-para-pastores/;/poemas/poemas-cristianos-para-pastores/;NEW;;;;;ninguna;N32;cat Reflexionar;2026-09-14;Escrito y validado 2026-08-31. Tanda 6, publicar el 2026-09-14. Rama: contenido/plan-editorial.;Rodrigo
N33;ESCRITO;P3;poemas cristianos para bautizo;bautismo poema;Poemas Cristianos para Bautizo;poemas-cristianos-para-bautizo;Poemas para Niños;colección;ocasión;/poemas/poemas-cristianos-para-bautizo/;/poemas/poemas-cristianos-para-bautizo/;NEW;;;;;ninguna;N28;cat Niños;2026-09-17;Escrito y validado 2026-08-31. Tanda 7, publicar el 2026-09-17. Rama: contenido/plan-editorial.;Rodrigo
N34;ESCRITO;P3;poemas cristianos para quince años;quinceañera cristiana poema;Poemas Cristianos para Quince Años;poemas-cristianos-para-quince-anos;Poemas Cristianos para Jóvenes;colección;ocasión;/poemas/poemas-cristianos-para-quince-anos/;/poemas/poemas-cristianos-para-quince-anos/;NEW;;;;;ninguna;poemas-jovenes;cat Jóvenes;2026-09-17;Escrito y validado 2026-08-31. Tanda 7, publicar el 2026-09-17. Rama: contenido/plan-editorial.;Rodrigo
N35;ESCRITO;P3;poemas cristianos de graduación;logro con Dios poema;Poemas Cristianos de Graduación;poemas-cristianos-de-graduacion;Poemas Cristianos para Jóvenes;colección;ocasión;/poemas/poemas-cristianos-de-graduacion/;/poemas/poemas-cristianos-de-graduacion/;NEW;;;;;ninguna;N34;cat Jóvenes;2026-09-17;Escrito y validado 2026-08-31. Tanda 7, publicar el 2026-09-17. Rama: contenido/plan-editorial.;Rodrigo
N36;ESCRITO;P3;poemas de acción de gracias;gratitud a Dios versos;Poemas de Acción de Gracias;poemas-de-accion-de-gracias;Poemas Bíblicos de Amor;colección;estacional/gratitud;/poemas/poemas-de-accion-de-gracias/;/poemas/poemas-de-accion-de-gracias/;NEW;;;;;media con N09: fecha vs gratitud diaria;N09;N09;2026-09-17;Escrito y validado 2026-08-31. Tanda 7, publicar el 2026-09-17. Rama: contenido/plan-editorial.;Rodrigo
N37;ESCRITO;P3;poemas sobre la gracia de Dios;gracia divina versos;Poemas sobre la Gracia de Dios;poemas-sobre-la-gracia;Poemas Cristianos de Fe;colección;devocional/teológico;/poemas/poemas-sobre-la-gracia/;/poemas/poemas-sobre-la-gracia/;NEW;;;;;ninguna;cortos-para-reflexionar (H2 gracia);cat Fe;2026-09-17;Escrito y validado 2026-08-31. Tanda 7, publicar el 2026-09-17. Rama: contenido/plan-editorial.;Rodrigo
N38;ESCRITO;P3;poemas sobre la creación;naturaleza alaba a Dios poema;Poemas sobre la Creación;poemas-sobre-la-creacion;Poemas Cristianos para Reflexionar;colección;contemplativo;/poemas/poemas-sobre-la-creacion/;/poemas/poemas-sobre-la-creacion/;NEW;;;;;ninguna;N04;cat Reflexionar;2026-09-20;Escrito y validado 2026-08-31. Tanda 8, publicar el 2026-09-20. Rama: contenido/plan-editorial.;Rodrigo
N39;ESCRITO;P3;poemas al Espíritu Santo;versos al consolador;Poemas al Espíritu Santo;poemas-al-espiritu-santo;Poemas Cristianos de Fe;colección;devocional;/poemas/poemas-al-espiritu-santo/;/poemas/poemas-al-espiritu-santo/;NEW;;;;;ninguna;"N04; N23";cat Fe;2026-09-20;Escrito y validado 2026-08-31. Tanda 8, publicar el 2026-09-20. Rama: contenido/plan-editorial.;Rodrigo
N40;ESCRITO;P3;poemas de proverbios 31;mujer virtuosa poema;Poemas de la Mujer Virtuosa (Proverbios 31);poemas-de-proverbios-31;Poemas Cristianos para la Mujer;colección;bíblico específico;/poemas/poemas-de-proverbios-31/;/poemas/poemas-de-proverbios-31/;NEW;;;;;baja;poemas-biblicos-mujer;cat Mujer;2026-09-20;Escrito y validado 2026-08-31. Tanda 8, publicar el 2026-09-20. Rama: contenido/plan-editorial.;Rodrigo
N41;ESCRITO;P3;poemas de personajes bíblicos;"poema de David; poema de Rut";Poemas de Personajes Bíblicos;poemas-de-personajes-biblicos;Poemas Cristianos para Reflexionar;página temática;bíblico/pilar;/poemas/poemas-de-personajes-biblicos/;/poemas/poemas-de-personajes-biblicos/;NEW;;;;;ninguna;"biblical-mothers-day-poems; N22";cat Reflexionar;2026-09-20;Escrito y validado 2026-08-31. Tanda 8, publicar el 2026-09-20. Rama: contenido/plan-editorial.;Rodrigo
N42;ESCRITO;P3;poemas sobre la cruz;el sacrificio de Cristo verso;Poemas sobre la Cruz;poemas-sobre-la-cruz;Poemas Cristianos de Fe;colección;devocional;/poemas/poemas-sobre-la-cruz/;/poemas/poemas-sobre-la-cruz/;NEW;;;;;ninguna;"N26; N23";N26;2026-09-20;Escrito y validado 2026-08-31. Tanda 8, publicar el 2026-09-20. Rama: contenido/plan-editorial.;Rodrigo
N43;ESCRITO;P3;poemas sobre el cielo;esperanza eterna versos;Poemas sobre el Cielo y la Vida Eterna;poemas-sobre-el-cielo;Poemas Cristianos de Esperanza;colección;esperanza/duelo;/poemas/poemas-sobre-el-cielo/;/poemas/poemas-sobre-el-cielo/;NEW;;;;;ninguna;N16;cat Esperanza;2026-09-23;Escrito y validado 2026-08-31. Tanda 9, publicar el 2026-09-23. Rama: contenido/plan-editorial.;Rodrigo
N44;ESCRITO;P3;poemas cristianos de buenos días;bendecido día versos;Poemas Cristianos de Buenos Días;poemas-cristianos-de-buenos-dias;Poemas Bíblicos de Amor;colección;dedicar/compartir (WhatsApp);/poemas/poemas-cristianos-de-buenos-dias/;/poemas/poemas-cristianos-de-buenos-dias/;NEW;;;;;ninguna;N45;cat Amor;2026-09-23;Escrito y validado 2026-08-31. Tanda 9, publicar el 2026-09-23. Rama: contenido/plan-editorial.;Rodrigo
N45;ESCRITO;P3;poemas cristianos de buenas noches;descansar en Dios versos;Poemas Cristianos de Buenas Noches;poemas-cristianos-de-buenas-noches;Poemas Bíblicos de Amor;colección;dedicar/compartir;/poemas/poemas-cristianos-de-buenas-noches/;/poemas/poemas-cristianos-de-buenas-noches/;NEW;;;;;baja entre el par: keywords distintas;N44;N44;2026-09-23;Escrito y validado 2026-08-31. Tanda 9, publicar el 2026-09-23. Rama: contenido/plan-editorial.;Rodrigo
N46;ESCRITO;P3;poemas sobre la humildad;humildad cristiana versos;Poemas sobre la Humildad;poemas-sobre-la-humildad;Poemas Cristianos para Reflexionar;colección;reflexión temática;/poemas/poemas-sobre-la-humildad/;/poemas/poemas-sobre-la-humildad/;NEW;;;;;ninguna;cluster reflexionar-sobre-*;cat Reflexionar;2026-09-23;Escrito y validado 2026-08-31. Tanda 9, publicar el 2026-09-23. Rama: contenido/plan-editorial.;Rodrigo
N47;ESCRITO;P3;poemas cristianos para la hermana;hermana en Cristo poema;Poemas Cristianos para la Hermana;poemas-cristianos-para-la-hermana;Poemas Cristianos para la Mujer;colección;dedicar;/poemas/poemas-cristianos-para-la-hermana/;/poemas/poemas-cristianos-para-la-hermana/;NEW;;;;;ninguna;N27;cat Mujer;2026-09-23;Escrito y validado 2026-08-31. Tanda 9, publicar el 2026-09-23. Rama: contenido/plan-editorial.;Rodrigo
N48;ESCRITO;P3;poemas cristianos para el esposo;esposo amado poema cristiano;Poemas Cristianos para el Esposo;poemas-cristianos-para-el-esposo;Poemas Bíblicos de Amor;colección;dedicar;/poemas/poemas-cristianos-para-el-esposo/;/poemas/poemas-cristianos-para-el-esposo/;NEW;;;;;baja;poemas-para-la-esposa-cristiana;"esposa-cristiana; N14";2026-09-26;Escrito y validado 2026-08-31. Tanda 10, publicar el 2026-09-26. Rama: contenido/plan-editorial.;Rodrigo
N49;ESCRITO;P3;poemas cristianos de bendición;bendiciones en verso;Poemas Cristianos de Bendición;poemas-cristianos-de-bendicion;Poemas Cristianos de Esperanza;colección;dedicar;/poemas/poemas-cristianos-de-bendicion/;/poemas/poemas-cristianos-de-bendicion/;NEW;;;;;ninguna;N44;cat Esperanza;2026-09-26;Escrito y validado 2026-08-31. Tanda 10, publicar el 2026-09-26. Rama: contenido/plan-editorial.;Rodrigo
N50;ESCRITO;P3;poemas cristianos de superación;levantarse con Dios versos;Poemas Cristianos de Superación;poemas-cristianos-de-superacion;Poemas Cristianos de Fortaleza;colección;motivacional cristiano;/poemas/poemas-cristianos-de-superacion/;/poemas/poemas-cristianos-de-superacion/;NEW;;;;;media con fortaleza: superación=proceso, fortaleza=virtud;poemas-biblicos-de-fortaleza (H2);cat Fortaleza;2026-09-26;Escrito y validado 2026-08-31. Tanda 10, publicar el 2026-09-26. Rama: contenido/plan-editorial.;Rodrigo
